Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),label,conf,hour_voc,date_voc,lat,long,swift,site,land_use,land_cover,vegetation,year,month,day,day_name,month_name,hour
1,Spectrogram 1,1,6.0,6.061054084450007,552.7129769325256,4326.552748680115,Gorilla,0.1737022846937179,13:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,13
1,Spectrogram 1,1,8.523583386093378,8.750854399055243,1136.6653442382812,2393.0740356445312,Gorilla,0.1981683224439621,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
2,Spectrogram 1,1,16.00762551650405,16.234380070120096,1270.0413912534714,2375.8865147829056,Gorilla,0.3221159279346466,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
3,Spectrogram 1,1,18.003277949988842,18.167354721575972,1363.5998219251633,2421.932891011238,Gorilla,0.364354133605957,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
4,Spectrogram 1,1,29.53509284555912,29.775320515036583,1097.3265022039411,2386.63949072361,Gorilla,0.181118294596672,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
5,Spectrogram 1,1,33.47361693531275,33.69895400851965,1247.7824091911316,2442.036867141724,Gorilla,0.2225998640060424,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
6,Spectrogram 1,1,37.70153053477407,37.94046656414866,1066.8342560529709,2512.006238102913,Gorilla,0.1635528057813644,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
7,Spectrogram 1,1,47.05591640621424,47.29587259143591,1191.8939650058746,2487.154453992844,Gorilla,0.2389987856149673,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
8,Spectrogram 1,1,52.09780915081501,52.32945983111858,1302.274689078331,2406.056299805641,Gorilla,0.3276832699775696,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
9,Spectrogram 1,1,55.114641051739454,55.33998431637883,1239.5618855953217,2387.997955083847,Gorilla,0.162818044424057,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
10,Spectrogram 1,1,60.00052369013429,60.22540592774749,0.0,2531.4274430274963,Gorilla,0.357588917016983,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
11,Spectrogram 1,1,68.11838582530618,68.45028516277671,1150.5678296089172,2522.568702697754,Gorilla,0.2359578609466552,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
12,Spectrogram 1,1,76.94156705215573,77.19010056182742,1234.1124564409256,2372.054383158684,Gorilla,0.3249003887176513,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
13,Spectrogram 1,1,78.0,78.44887943565845,0.0,2614.4734025001526,Gorilla,0.1581103652715683,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
14,Spectrogram 1,1,85.02382500842214,85.24549512192607,1251.5310943126678,2453.698068857193,Gorilla,0.1608864665031433,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
15,Spectrogram 1,1,93.597922090441,93.85361933335662,1141.465604305267,2483.1795692443848,Gorilla,0.1527270823717117,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
16,Spectrogram 1,1,101.50487026199698,101.75217929854988,1076.1936008930206,2403.1372368335724,Gorilla,0.1571427881717682,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
17,Spectrogram 1,1,104.8302351348102,105.07947348430751,1183.045543730259,2388.6292800307274,Gorilla,0.2267670929431915,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
18,Spectrogram 1,1,113.0802719593048,113.4008288383484,0.0,419.6808859705925,Gorilla,0.1956088989973068,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
19,Spectrogram 1,1,115.9319877550006,116.25080920010804,1248.1918931007383,2598.983645439148,Gorilla,0.2390859276056289,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
20,Spectrogram 1,1,124.2939266525209,124.59407645836473,1208.6671590805054,2653.1684398651123,Gorilla,0.3419829607009887,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
21,Spectrogram 1,1,131.6074344702065,131.9344127587974,1268.1225687265396,2564.959153532982,Gorilla,0.1841181963682174,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
22,Spectrogram 1,1,137.7061718478799,137.98714294284582,0.0,2357.608675956726,Gorilla,0.1690661460161209,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
23,Spectrogram 1,1,140.0121405981481,140.230427775532,1147.5400254130363,2345.0251296162605,Gorilla,0.1607484966516494,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
24,Spectrogram 1,1,145.9824815467,146.20145624130964,1167.3158407211304,2306.450605392456,Gorilla,0.1766595393419265,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
25,Spectrogram 1,1,150.93249612674117,151.1778142489493,0.0,2397.3768949508667,Gorilla,0.1525221467018127,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
26,Spectrogram 1,1,161.18480004742742,161.49694786593318,1265.154480934143,2517.1416997909546,Gorilla,0.191158190369606,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
27,Spectrogram 1,1,165.058054625988,165.35755401849747,1197.9034543037417,2638.4934782981877,Gorilla,0.2431296855211258,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
28,Spectrogram 1,1,172.00777017697692,172.34634244814515,1332.345828413963,2519.5936113595963,Gorilla,0.5120454430580139,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
29,Spectrogram 1,1,174.0,174.0610205065459,808.7348937988281,4578.699469566345,Gorilla,0.1575785875320434,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
30,Spectrogram 1,1,181.4772523753345,181.80922542884943,1333.6186856031418,3353.6309748888016,Gorilla,0.431218147277832,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
31,Spectrogram 1,1,187.93255876377225,188.2887736670673,2205.262705683708,3216.7083770036697,Gorilla,0.4254237413406372,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
32,Spectrogram 1,1,195.076581671834,195.39957194030285,0.0,3143.692910671234,Gorilla,0.3549131453037262,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
33,Spectrogram 1,1,200.4519608616829,200.87101131677628,2207.399532198906,3241.0914450883865,Gorilla,0.3547997176647186,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
34,Spectrogram 1,1,207.7995090074837,208.0203161649406,2693.3296024799347,3688.570708036423,Gorilla,0.7256097197532654,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
35,Spectrogram 1,1,214.1838701013476,214.3693089243025,2745.4331517219543,3641.56574010849,Gorilla,0.5870566368103027,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
36,Spectrogram 1,1,220.5078975521028,220.7156699337065,2219.572216272354,3513.9940679073334,Gorilla,0.4130464494228363,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
37,Spectrogram 1,1,227.5761668309569,227.7976053133607,2356.688231229782,3231.433182954788,Gorilla,0.4007879793643951,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
38,Spectrogram 1,1,229.98895896971223,230.21922241151333,2488.9546632766724,3649.265170097351,Gorilla,0.6492244601249695,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
39,Spectrogram 1,1,234.32058992609385,234.57319650426507,2499.561235308647,3579.912856221199,Gorilla,0.634782075881958,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
40,Spectrogram 1,1,241.13245517760515,241.38321404904127,1972.631961107254,3460.748642683029,Gorilla,0.5770451426506042,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
41,Spectrogram 1,1,246.00043409876525,246.18412176333368,2112.1545881032944,3528.991714119911,Gorilla,0.3117315471172333,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
42,Spectrogram 1,1,255.04554909467697,255.3426988720894,1244.3667650222778,3511.2249851226807,Gorilla,0.2815418839454651,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
43,Spectrogram 1,1,258.7649114616215,259.0034807436168,2196.15250825882,3649.1522192955017,Gorilla,0.173191636800766,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
44,Spectrogram 1,1,267.2072657123208,267.5733193382621,1112.8506064414978,3208.93257856369,Gorilla,0.4542577862739563,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
45,Spectrogram 1,1,273.2234722673893,273.4837418496609,2992.2620952129364,4067.51349568367,Gorilla,0.7910441756248474,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
46,Spectrogram 1,1,279.6720812916756,279.95262998342514,2793.799042701721,4193.90082359314,Gorilla,0.6556229591369629,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
47,Spectrogram 1,1,286.34538409486413,286.6150436662137,2323.135286569596,3719.4786965847015,Gorilla,0.454225093126297,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
48,Spectrogram 1,1,293.1492864266038,293.5261128768325,606.8578362464905,3354.0433645248413,Gorilla,0.6458771824836731,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
49,Spectrogram 1,1,299.8036396242678,299.99935534223914,12.78609037399292,2874.3478655815125,Gorilla,0.4455606639385223,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
50,Spectrogram 1,1,301.30931950360537,301.69045823067427,1664.806231856346,3592.3317819833755,Gorilla,0.3571196496486664,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
51,Spectrogram 1,1,310.056006744504,310.9718939512968,0.0,2573.87638092041,Gorilla,0.324174702167511,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
52,Spectrogram 1,1,313.94629841297865,314.21156150847673,1873.0441480875013,3721.64748609066,Gorilla,0.1534920632839203,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
53,Spectrogram 1,1,319.05702368170023,319.44036700576544,556.7780137062073,3760.460913181305,Gorilla,0.6420079469680786,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
54,Spectrogram 1,1,328.4465176127851,328.72544345632195,1806.86928331852,3173.324689269066,Gorilla,0.6270174384117126,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
55,Spectrogram 1,1,330.0,330.669997215271,0.0,3396.6678380966187,Gorilla,0.3971535861492157,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
56,Spectrogram 1,1,339.7432458847761,340.1200239211321,1893.800422549248,3926.45426094532,Gorilla,0.3852168321609497,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
57,Spectrogram 1,1,343.919487118721,344.1810235977173,2006.72060251236,3430.9205412864685,Gorilla,0.3360642790794372,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
58,Spectrogram 1,1,352.97098499536514,353.9730593562126,2839.1942381858826,4946.000277996063,Gorilla,0.2121914029121399,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
59,Spectrogram 1,1,359.67361431755126,359.8230580743402,1862.7045303583143,2543.971166014672,Gorilla,0.2030135542154312,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
60,Spectrogram 1,1,365.3828851729632,365.52298383414745,1853.3866852521896,2485.978677868843,Gorilla,0.1870447546243667,14:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,14
1,Spectrogram 1,1,8.659163687378168,8.891882088035345,1172.211654484272,2313.541881740093,Gorilla,0.1918590664863586,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
2,Spectrogram 1,1,17.205095686018467,17.47035153955221,1258.7504088878632,2364.623099565506,Gorilla,0.3741344213485718,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
3,Spectrogram 1,1,20.693776801228523,20.92913608253002,1235.1392954587936,2355.3115874528885,Gorilla,0.2606693208217621,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
4,Spectrogram 1,1,26.93416938185692,27.19678822159767,1224.7687950730324,2321.266494691372,Gorilla,0.185405746102333,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
5,Spectrogram 1,1,34.20275638997555,34.47348453104496,1206.00875467062,2338.811494410038,Gorilla,0.1675507128238678,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
6,Spectrogram 1,1,38.01280262321234,38.55620131641626,0.0,2349.8107492923737,Gorilla,0.2776566743850708,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
7,Spectrogram 1,1,42.95729332789779,43.18024915829301,1287.6655906438828,2358.044758439064,Gorilla,0.1775892376899719,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
8,Spectrogram 1,1,52.18613686412573,52.42484913021326,1229.0307879447937,2365.0914430618286,Gorilla,0.249459370970726,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
9,Spectrogram 1,1,58.78152147307992,59.04144534096122,1201.4828622341156,2374.243885278702,Gorilla,0.298616349697113,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
10,Spectrogram 1,1,62.58917947858572,62.84248010069132,1178.5262450575829,2366.659380495548,Gorilla,0.2286825478076934,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
11,Spectrogram 1,1,70.73882058262825,71.00559040904045,1229.2980775237083,2361.8728294968605,Gorilla,0.337123304605484,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
12,Spectrogram 1,1,73.55476590245962,73.79306653887033,1194.4015696644783,2355.0985381007195,Gorilla,0.1576596945524215,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
13,Spectrogram 1,1,80.42370826005936,81.00261229276657,0.0,2318.3782398700714,Gorilla,0.2765839397907257,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
14,Spectrogram 1,1,84.66314716637135,84.91537807881832,1219.0858647227287,2365.351803600788,Gorilla,0.1564206928014755,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
15,Spectrogram 1,1,93.1376074142754,93.39134351536632,1225.513406097889,2335.186116397381,Gorilla,0.1842833310365677,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
16,Spectrogram 1,1,100.80740997567771,101.10770895704628,1224.6542051434517,2346.290461719036,Gorilla,0.3925836086273193,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
17,Spectrogram 1,1,104.56257896125317,104.85494466125964,0.0,2332.8563570976257,Gorilla,0.1579752266407013,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
18,Spectrogram 1,1,110.90598476305604,111.20492636784913,1264.3031030893326,2376.002296805382,Gorilla,0.2889394760131836,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
19,Spectrogram 1,1,114.84837263077496,115.32705176621675,0.0,2361.146211624145,Gorilla,0.2846281826496124,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
20,Spectrogram 1,1,125.60032092779876,125.86929119378328,1160.3741720318794,2352.313213050365,Gorilla,0.174648717045784,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
21,Spectrogram 1,1,131.06123642250896,131.30789752677083,1274.643391370773,2379.6482384204865,Gorilla,0.2706566154956817,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
22,Spectrogram 1,1,132.88392937928438,133.12087076157331,1205.763928592205,2341.8186977505684,Gorilla,0.2230080813169479,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
23,Spectrogram 1,1,139.430170789361,139.70920751988888,1207.9111114144323,2300.664745271206,Gorilla,0.168648287653923,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
24,Spectrogram 1,1,149.5971010029316,149.8287145793438,1257.3667615652084,2318.193092942238,Gorilla,0.2120486050844192,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
25,Spectrogram 1,1,155.44453366845846,155.99870697408917,0.0,1917.94753074646,Gorilla,0.1718011796474456,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
26,Spectrogram 1,1,161.84278434701264,161.9974582772702,0.0,1909.966617822647,Gorilla,0.2058124244213104,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
27,Spectrogram 1,1,167.71668704599142,167.99623218923807,0.0,1988.8044893741608,Gorilla,0.1512713283300399,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
28,Spectrogram 1,1,168.0,172.56830871105194,0.0,4607.793688774109,Gorilla,0.3333838880062103,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
29,Spectrogram 1,1,174.2060512751341,174.99859361350536,0.0,2048.264592885971,Gorilla,0.1923807561397552,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
30,Spectrogram 1,1,180.0,180.06205104477704,1349.04146194458,5000.0,Gorilla,0.1517670899629593,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
31,Spectrogram 1,1,191.33991781063375,191.47541126422584,1164.633110165596,2311.152145266533,Gorilla,0.1677678078413009,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
32,Spectrogram 1,1,197.62197983264923,197.99999964237213,0.0,2011.4997029304504,Gorilla,0.2540160715579986,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
33,Spectrogram 1,1,203.8151164725423,203.9970430657268,2757.4285864830017,4120.708405971527,Gorilla,0.6162662506103516,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
34,Spectrogram 1,1,208.0771248601377,208.40600631013515,3177.557587623596,3922.827243804932,Gorilla,0.1678778827190399,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
35,Spectrogram 1,1,214.85549156181517,215.0352071095258,2846.083343029022,4166.838228702545,Gorilla,0.7502791881561279,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
36,Spectrogram 1,1,219.72569927573204,219.90308251976967,2883.966416120529,4069.400578737259,Gorilla,0.3755105435848236,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
37,Spectrogram 1,1,225.9476374201477,226.16670932248235,2420.417442917824,4048.378691077232,Gorilla,0.3007773160934448,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
38,Spectrogram 1,1,232.53436386957765,232.76851617917416,2875.339537858963,4026.229828596115,Gorilla,0.2979784607887268,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
39,Spectrogram 1,1,239.7550558000803,239.9855774492025,2929.7974705696106,3862.2060418128967,Gorilla,0.28542560338974,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
40,Spectrogram 1,1,240.9360952265561,241.1400652639568,3313.790410757065,4077.748209238053,Gorilla,0.5103911757469177,15:00:00,2018-12-04,527863,9846646,ARU01,MBONZO,fishing,stream,FP,2018,12,4,Tuesday,December,15
1,Spectrogram 1,1,11.184013701975346,11.45131339877844,2545.418292284012,3581.7639529705048,Gorilla,0.3624391555786133,16:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,16
2,Spectrogram 1,1,12.0,12.061284732073544,1098.6268520355225,4811.598062515259,Gorilla,0.1637963056564331,16:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,16
1,Spectrogram 1,1,6.0,8.146413445472717,0.0,1228.182539343834,Gorilla,0.1884204596281051,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
2,Spectrogram 1,1,15.693803161382675,17.999999910593033,0.0,1233.7252497673037,Gorilla,0.1820863336324691,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
3,Spectrogram 1,1,21.68413290381432,23.999999910593036,0.0,1208.3564698696136,Gorilla,0.2154661267995834,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
4,Spectrogram 1,1,24.0,26.14246666431427,0.0,1224.900484085083,Gorilla,0.2158288359642028,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
5,Spectrogram 1,1,35.55756989121437,36.00000008940697,0.0,1244.187355041504,Gorilla,0.163931593298912,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
6,Spectrogram 1,1,39.69005584716797,42.0,0.0,1167.241558432579,Gorilla,0.3344176709651947,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
7,Spectrogram 1,1,42.0,44.14642667770386,0.0,1214.7032469511032,Gorilla,0.1579755097627639,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
8,Spectrogram 1,1,48.0,50.14545893669128,0.0,1192.8503215312958,Gorilla,0.1633305549621582,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
9,Spectrogram 1,1,54.0,56.15329760313034,0.0,1231.0327589511871,Gorilla,0.1812776625156402,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
10,Spectrogram 1,1,63.716585755348206,65.99999964237213,0.0,1228.2809615135193,Gorilla,0.1672164797782898,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
11,Spectrogram 1,1,66.0,68.13748669624329,0.0,1236.0113859176636,Gorilla,0.2431919276714325,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
12,Spectrogram 1,1,72.0,74.13480341434479,0.0,1222.9128926992416,Gorilla,0.1803356558084488,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
13,Spectrogram 1,1,81.69843408465385,83.9934313595295,0.0,1212.9532545804975,Gorilla,0.1641304790973663,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
14,Spectrogram 1,1,84.0,86.14973080158234,0.0,1201.4001607894895,Gorilla,0.1769038289785385,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
15,Spectrogram 1,1,90.0,92.14511579275133,0.0,1220.6334620714188,Gorilla,0.2193634659051895,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
16,Spectrogram 1,1,96.0,98.14032071828842,0.0,1223.4216183423996,Gorilla,0.2258975952863693,19:00:00,2018-12-04,558120,9845614,ARU02,KYAAA,road,stream,FP,2018,12,4,Tuesday,December,19
